Daily Maximum data	   supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London N. Kensington",,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2016-07-11,51,V ugm-3,5,V ugm-3,29,V ugm-3,32,V ugm-3,3,V ugm-3,0.22,V mgm-3,17,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-12,46,V ugm-3,11,V ugm-3,33,V ugm-3,51,V ugm-3,3,V ugm-3,0.25,V mgm-3,30,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-13,48,V ugm-3,11,V ugm-3,36,V ugm-3,41,V ugm-3,2,V ugm-3,0.15,V mgm-3,24,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-14,63,V ugm-3,26,V ugm-3,73,V ugm-3,113,V ugm-3,1,V ugm-3,0.24,V mgm-3,14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-07-15,46,V ugm-3,31,V ugm-3,49,V ugm-3,87,V ugm-3,3,V ugm-3,0.22,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-07-16,42,V ugm-3,6,V ugm-3,20,V ugm-3,23,V ugm-3,2,V ugm-3,0.2,V mgm-3,14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-17,50,V ugm-3,5,V ugm-3,25,V ugm-3,28,V ugm-3,2,V ugm-3,0.22,V mgm-3,13,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-07-18,117,V ugm-3,28,V ugm-3,43,V ugm-3,68,V ugm-3,2,V ugm-3,0.27,V mgm-3,24,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-07-19,99,V ugm-3,47,V ugm-3,78,V ugm-3,142,V ugm-3,5,V ugm-3,0.38,V mgm-3,41,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-07-20,123,V ugm-3,3,V ugm-3,57,V ugm-3,58,V ugm-3,3,V ugm-3,0.39,V mgm-3,41,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2016-07-21,72,V ugm-3,12,V ugm-3,26,V ugm-3,44,V ugm-3,2,V ugm-3,0.22,V mgm-3,20,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-07-22,54,V ugm-3,66,V ugm-3,84,V ugm-3,181,V ugm-3,3,V ugm-3,0.49,V mgm-3,33,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-07-23,106,V ugm-3,52,V ugm-3,74,V ugm-3,154,V ugm-3,3,V ugm-3,0.48,V mgm-3,31,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-07-24,72,V ugm-3,10,V ugm-3,29,V ugm-3,42,V ugm-3,3,V ugm-3,0.25,V mgm-3,19,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-25,62,V ugm-3,6,V ugm-3,24,V ugm-3,29,V ugm-3,2,V ugm-3,0.17,V mgm-3,18,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-07-26,55,V ugm-3,17,V ugm-3,31,V ugm-3,55,V ugm-3,2,V ugm-3,0.18,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2016-07-27,50,V ugm-3,9,V ugm-3,35,V ugm-3,39,V ugm-3,2,V ugm-3,0.24,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2016-07-28,62,V ugm-3,11,V ugm-3,34,V ugm-3,50,V ugm-3,3,V ugm-3,0.21,V mgm-3,23,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-29,45,V ugm-3,8,V ugm-3,32,V ugm-3,40,V ugm-3,3,V ugm-3,0.22,V mgm-3,15,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2016-07-30,67,V ugm-3,5,V ugm-3,58,V ugm-3,65,V ugm-3,2,V ugm-3,0.24,V mgm-3,27,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-07-31,66,V ugm-3,2,V ugm-3,27,V ugm-3,28,V ugm-3,2,V ugm-3,0.15,V mgm-3,16,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-08-01,43,V ugm-3,22,V ugm-3,42,V ugm-3,76,V ugm-3,3,V ugm-3,0.16,V mgm-3,20,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-02,50,V ugm-3,79,V ugm-3,38,V ugm-3,159,V ugm-3,6,V ugm-3,0.27,V mgm-3,22,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-08-03,58,V ugm-3,23,V ugm-3,30,V ugm-3,66,V ugm-3,4,V ugm-3,0.18,V mgm-3,21,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2016-08-04,60,V ugm-3,4,V ugm-3,23,V ugm-3,24,V ugm-3,3,V ugm-3,0.18,V mgm-3,21,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2016-08-05,79,V ugm-3,16,V ugm-3,35,V ugm-3,54,V ugm-3,2,V ugm-3,0.18,V mgm-3,20,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2016-08-06,75,V ugm-3,12,V ugm-3,32,V ugm-3,47,V ugm-3,1,V ugm-3,0.18,V mgm-3,18,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-08-07,71,V ugm-3,3,V ugm-3,16,V ugm-3,16,V ugm-3,2,V ugm-3,0.19,V mgm-3,21,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-08-08,58,V ugm-3,3,V ugm-3,24,V ugm-3,25,V ugm-3,2,V ugm-3,0.14,V mgm-3,19,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-08-09,61,V ugm-3,6,V ugm-3,27,V ugm-3,30,V ugm-3,2,V ugm-3,0.15,V mgm-3,27,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-10,63,V ugm-3,5,V ugm-3,60,V ugm-3,66,V ugm-3,2,V ugm-3,0.25,V mgm-3,21,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-11,47,V ugm-3,6,V ugm-3,25,V ugm-3,33,V ugm-3,2,V ugm-3,0.16,V mgm-3,20,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-12,77,V ugm-3,14,V ugm-3,32,V ugm-3,51,V ugm-3,3,V ugm-3,0.19,V mgm-3,23,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-13,64,V ugm-3,4,V ugm-3,32,V ugm-3,35,V ugm-3,2,V ugm-3,0.35,V mgm-3,19,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-08-14,70,V ugm-3,4,V ugm-3,42,V ugm-3,45,V ugm-3,4,V ugm-3,0.19,V mgm-3,18,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-08-15,63,V ugm-3,35,V ugm-3,52,V ugm-3,106,V ugm-3,3,V ugm-3,0.2,V mgm-3,17,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-16,79,V ugm-3,28,V ugm-3,41,V ugm-3,84,V ugm-3,2,V ugm-3,0.2,V mgm-3,27,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-17,95,V ugm-3,29,V ugm-3,54,V ugm-3,88,V ugm-3,4,V ugm-3,0.27,V mgm-3,36,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-08-18,96,V ugm-3,13,V ugm-3,54,V ugm-3,58,V ugm-3,4,V ugm-3,0.23,V mgm-3,36,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-08-19,80,V ugm-3,4,V ugm-3,50,V ugm-3,55,V ugm-3,3,V ugm-3,0.27,V mgm-3,45,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2016-08-20,69,V ugm-3,3,V ugm-3,15,V ugm-3,17,V ugm-3,3,V ugm-3,0.14,V mgm-3,26,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-08-21,71,V ugm-3,2,V ugm-3,20,V ugm-3,21,V ugm-3,3,V ugm-3,0.17,V mgm-3,14,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-08-22,68,V ugm-3,9,V ugm-3,30,V ugm-3,38,V ugm-3,2,V ugm-3,0.17,V mgm-3,21,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-23,100,V ugm-3,26,V ugm-3,85,V ugm-3,90,V ugm-3,2,V ugm-3,0.36,V mgm-3,26,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-08-24,142,V ugm-3,56,V ugm-3,83,V ugm-3,161,V ugm-3,4,V ugm-3,0.42,V mgm-3,33,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-08-25,102,V ugm-3,34,V ugm-3,96,V ugm-3,148,V ugm-3,3,V ugm-3,0.54,V mgm-3,46,V ugm-3 (TEOM FDMS),42,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2016-08-26,71,V ugm-3,9,V ugm-3,53,V ugm-3,55,V ugm-3,3,V ugm-3,0.35,V mgm-3,43,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),40,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS)
2016-08-27,88,V ugm-3,16,V ugm-3,73,V ugm-3,75,V ugm-3,8,V ugm-3,0.4,V mgm-3,51,V ugm-3 (TEOM FDMS),42,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2016-08-28,79,V ugm-3,11,V ugm-3,49,V ugm-3,66,V ugm-3,5,V ugm-3,0.3,V mgm-3,51,V ugm-3 (TEOM FDMS),39,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2016-08-29,81,V ugm-3,237,V ugm-3,129,V ugm-3,492,V ugm-3,9,V ugm-3,0.83,V mgm-3,58,V ugm-3 (TEOM FDMS),55,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),44,V ugm-3 (TEOM FDMS),41,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-30,105,V ugm-3,257,V ugm-3,114,V ugm-3,508,V ugm-3,10,V ugm-3,0.8,V mgm-3,41,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-08-31,57,V ugm-3,13,V ugm-3,45,V ugm-3,62,V ugm-3,3,V ugm-3,0.22,V mgm-3,25,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-09-01,72,V ugm-3,39,V ugm-3,43,V ugm-3,103,V ugm-3,4,V ugm-3,0.21,V mgm-3,25,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-09-02,39,V ugm-3,6,V ugm-3,35,V ugm-3,39,V ugm-3,3,V ugm-3,0.18,V mgm-3,22,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-09-03,56,V ugm-3,9,V ugm-3,29,V ugm-3,40,V ugm-3,4,V ugm-3,0.18,V mgm-3,25,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-09-04,57,V ugm-3,2,V ugm-3,28,V ugm-3,29,V ugm-3,4,V ugm-3,0.17,V mgm-3,17,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-09-05,34,V ugm-3,18,V ugm-3,45,V ugm-3,72,V ugm-3,3,V ugm-3,0.32,V mgm-3,17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2016-09-06,29,V ugm-3,18,V ugm-3,37,V ugm-3,51,V ugm-3,2,V ugm-3,0.41,V mgm-3,17,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-09-07,103,V ugm-3,50,V ugm-3,58,V ugm-3,123,V ugm-3,4,V ugm-3,0.33,V mgm-3,29,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-09-08,68,V ugm-3,12,V ugm-3,70,V ugm-3,88,V ugm-3,3,V ugm-3,0.28,V mgm-3,32,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2016-09-09,57,V ugm-3,4,V ugm-3,28,V ugm-3,34,V ugm-3,2,V ugm-3,0.18,V mgm-3,21,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-09-10,47,V ugm-3,9,V ugm-3,43,V ugm-3,56,V ugm-3,2,V ugm-3,0.24,V mgm-3,19,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2016-09-11,77,V ugm-3,16,V ugm-3,44,V ugm-3,48,V ugm-3,2,V ugm-3,0.2,V mgm-3,20,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-09-12,60,V ugm-3,16,V ugm-3,63,V ugm-3,73,V ugm-3,2,V ugm-3,0.25,V mgm-3,20,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-09-13,134,V ugm-3,85,V ugm-3,117,V ugm-3,205,V ugm-3,4,V ugm-3,0.52,V mgm-3,41,V ugm-3 (TEOM FDMS),39,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2016-09-14,104,V ugm-3,56,V ugm-3,89,V ugm-3,175,V ugm-3,4,V ugm-3,0.42,V mgm-3,49,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2016-09-15,131,V ugm-3,28,V ugm-3,83,V ugm-3,126,V ugm-3,3,V ugm-3,0.33,V mgm-3,47,V ugm-3 (TEOM FDMS),41,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-09-16,72,V ugm-3,32,V ugm-3,64,V ugm-3,112,V ugm-3,4,V ugm-3,0.22,V mgm-3,21,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-09-17,43,V ugm-3,6,V ugm-3,28,V ugm-3,36,V ugm-3,2,V ugm-3,0.16,V mgm-3,23,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-09-18,80,V ugm-3,5,V ugm-3,54,V ugm-3,55,V ugm-3,3,V ugm-3,0.23,V mgm-3,23,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2016-09-19,50,V ugm-3,72,V ugm-3,53,V ugm-3,163,V ugm-3,5,V ugm-3,0.33,V mgm-3,37,V ugm-3 (TEOM FDMS),35,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2016-09-20,44,V ugm-3,16,V ugm-3,64,V ugm-3,86,V ugm-3,3,V ugm-3,0.26,V mgm-3,24,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2016-09-21,92,V ugm-3,66,V ugm-3,66,V ugm-3,168,V ugm-3,4,V ugm-3,0.33,V mgm-3,36,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2016-09-22,54,V ugm-3,13,V ugm-3,51,V ugm-3,70,V ugm-3,No data,V ugm-3,0.19,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),32,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2016-09-23,76,V ugm-3,58,V ugm-3,59,V ugm-3,147,V ugm-3,No data,V ugm-3,0.29,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2016-09-24,96,V ugm-3,6,V ugm-3,51,V ugm-3,54,V ugm-3,5,V ugm-3,0.26,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
