Daily Maximum data	   supplied by UK-air on 07/09/2018
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London N. Kensington",,,,,,,,,,,,,,,,,,,,,,,
Date,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2013-06-20,70,V ugm-3,32,V ugm-3,81,V ugm-3,126,V ugm-3,5,V ugm-3,0.42,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),52,V ugm-3 (TEOM FDMS),42,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS)
2013-06-21,59,V ugm-3,11,V ugm-3,37,V ugm-3,53,V ugm-3,3,V ugm-3,0.31,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-06-22,63,V ugm-3,3,V ugm-3,17,V ugm-3,20,V ugm-3,3,V ugm-3,0.27,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-06-23,54,V ugm-3,2,V ugm-3,25,V ugm-3,27,V ugm-3,2,V ugm-3,0.19,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2013-06-24,59,V ugm-3,7,V ugm-3,53,V ugm-3,64,V ugm-3,1,V ugm-3,0.24,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-06-25,66,V ugm-3,102,V ugm-3,79,V ugm-3,235,V ugm-3,5,V ugm-3,0.53,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-06-26,75,V ugm-3,61,V ugm-3,76,V ugm-3,154,V ugm-3,3,V ugm-3,0.41,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-06-27,66,V ugm-3,12,V ugm-3,36,V ugm-3,53,V ugm-3,2,V ugm-3,0.24,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-06-28,28,V ugm-3,16,V ugm-3,29,V ugm-3,51,V ugm-3,2,V ugm-3,0.28,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2013-06-29,81,V ugm-3,3,V ugm-3,35,V ugm-3,36,V ugm-3,3,V ugm-3,0.25,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-06-30,51,V ugm-3,6,V ugm-3,35,V ugm-3,36,V ugm-3,3,V ugm-3,0.25,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-07-01,66,V ugm-3,5,V ugm-3,55,V ugm-3,55,V ugm-3,2,V ugm-3,0.19,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-07-02,58,V ugm-3,13,V ugm-3,41,V ugm-3,59,V ugm-3,4,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-07-03,40,V ugm-3,13,V ugm-3,47,V ugm-3,53,V ugm-3,3,V ugm-3,0.21,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-07-04,54,V ugm-3,11,V ugm-3,29,V ugm-3,37,V ugm-3,2,V ugm-3,0.21,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-07-05,70,V ugm-3,48,V ugm-3,56,V ugm-3,125,V ugm-3,4,V ugm-3,0.27,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-07-06,129,V ugm-3,24,V ugm-3,99,V ugm-3,117,V ugm-3,7,V ugm-3,0.43,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),55,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2013-07-07,134,V ugm-3,12,V ugm-3,94,V ugm-3,113,V ugm-3,4,V ugm-3,0.38,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),57,V ugm-3 (TEOM FDMS),44,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS)
2013-07-08,107,V ugm-3,8,V ugm-3,32,V ugm-3,45,V ugm-3,2,V ugm-3,0.22,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2013-07-09,81,V ugm-3,14,V ugm-3,69,V ugm-3,86,V ugm-3,4,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-07-10,75,V ugm-3,12,V ugm-3,44,V ugm-3,48,V ugm-3,3,V ugm-3,0.27,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-07-11,83,V ugm-3,9,V ugm-3,51,V ugm-3,59,V ugm-3,2,V ugm-3,0.23,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-07-12,89,V ugm-3,76,V ugm-3,95,V ugm-3,209,V ugm-3,5,V ugm-3,0.54,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-07-13,108,V ugm-3,101,V ugm-3,91,V ugm-3,245,V ugm-3,5,V ugm-3,0.54,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-07-14,110,V ugm-3,3,V ugm-3,51,V ugm-3,54,V ugm-3,2,V ugm-3,0.34,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),28,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-07-15,110,V ugm-3,17,V ugm-3,74,V ugm-3,82,V ugm-3,4,V ugm-3,0.36,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-07-16,158,V ugm-3,39,V ugm-3,80,V ugm-3,137,V ugm-3,3,V ugm-3,0.39,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-07-17,145,V ugm-3,24,V ugm-3,79,V ugm-3,111,V ugm-3,4,V ugm-3,0.4,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-07-18,98,V ugm-3,12,V ugm-3,84,V ugm-3,87,V ugm-3,3,V ugm-3,0.3,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-07-19,72,V ugm-3,10,V ugm-3,37,V ugm-3,48,V ugm-3,2,V ugm-3,0.32,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-07-20,57,V ugm-3,13,V ugm-3,24,V ugm-3,40,V ugm-3,2,V ugm-3,0.21,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-07-21,105,V ugm-3,4,V ugm-3,50,V ugm-3,52,V ugm-3,3,V ugm-3,0.37,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),45,V ugm-3 (TEOM FDMS),37,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2013-07-22,155,V ugm-3,42,V ugm-3,74,V ugm-3,135,V ugm-3,3,V ugm-3,0.39,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),38,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2013-07-23,120,V ugm-3,33,V ugm-3,88,V ugm-3,138,V ugm-3,2,V ugm-3,0.43,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2013-07-24,83,V ugm-3,24,V ugm-3,41,V ugm-3,78,V ugm-3,2,V ugm-3,0.26,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-07-25,77,V ugm-3,11,V ugm-3,33,V ugm-3,49,V ugm-3,1,V ugm-3,0.29,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-07-26,93,V ugm-3,17,V ugm-3,45,V ugm-3,67,V ugm-3,4,V ugm-3,0.25,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-07-27,107,V ugm-3,51,V ugm-3,69,V ugm-3,146,V ugm-3,4,V ugm-3,0.45,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2013-07-28,72,V ugm-3,2,V ugm-3,18,V ugm-3,18,V ugm-3,2,V ugm-3,0.22,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-07-29,69,V ugm-3,7,V ugm-3,28,V ugm-3,29,V ugm-3,1,V ugm-3,0.22,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-07-30,48,V ugm-3,8,V ugm-3,36,V ugm-3,48,V ugm-3,1,V ugm-3,0.3,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-07-31,38,V ugm-3,11,V ugm-3,37,V ugm-3,54,V ugm-3,1,V ugm-3,0.28,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-08-01,105,V ugm-3,21,V ugm-3,42,V ugm-3,67,V ugm-3,3,V ugm-3,0.34,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-08-02,67,V ugm-3,9,V ugm-3,28,V ugm-3,40,V ugm-3,3,V ugm-3,0.24,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2013-08-03,76,V ugm-3,2,V ugm-3,18,V ugm-3,18,V ugm-3,3,V ugm-3,0.18,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-08-04,70,V ugm-3,2,V ugm-3,25,V ugm-3,25,V ugm-3,2,V ugm-3,0.2,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-08-05,60,V ugm-3,6,V ugm-3,60,V ugm-3,63,V ugm-3,3,V ugm-3,0.22,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS)
2013-08-06,72,V ugm-3,25,V ugm-3,84,V ugm-3,119,V ugm-3,2,V ugm-3,0.4,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-08-07,82,V ugm-3,26,V ugm-3,84,V ugm-3,124,V ugm-3,2,V ugm-3,0.36,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2013-08-08,102,V ugm-3,46,V ugm-3,68,V ugm-3,138,V ugm-3,3,V ugm-3,0.3,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-08-09,75,V ugm-3,13,V ugm-3,37,V ugm-3,52,V ugm-3,1,V ugm-3,0.3,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2013-08-10,80,V ugm-3,17,V ugm-3,63,V ugm-3,79,V ugm-3,2,V ugm-3,0.29,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-08-11,76,V ugm-3,3,V ugm-3,44,V ugm-3,45,V ugm-3,2,V ugm-3,0.34,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-08-12,69,V ugm-3,26,V ugm-3,47,V ugm-3,87,V ugm-3,3,V ugm-3,0.33,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-08-13,59,V ugm-3,47,V ugm-3,57,V ugm-3,128,V ugm-3,3,V ugm-3,0.43,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-08-14,60,V ugm-3,59,V ugm-3,52,V ugm-3,140,V ugm-3,3,V ugm-3,0.42,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-08-15,44,V ugm-3,11,V ugm-3,24,V ugm-3,41,V ugm-3,2,V ugm-3,0.29,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-08-16,43,V ugm-3,11,V ugm-3,36,V ugm-3,41,V ugm-3,2,V ugm-3,0.24,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS)
2013-08-17,56,V ugm-3,8,V ugm-3,35,V ugm-3,38,V ugm-3,3,V ugm-3,0.24,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-08-18,58,V ugm-3,3,V ugm-3,38,V ugm-3,39,V ugm-3,3,V ugm-3,0.24,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-08-19,74,V ugm-3,27,V ugm-3,67,V ugm-3,108,V ugm-3,2,V ugm-3,0.3,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-08-20,96,V ugm-3,43,V ugm-3,70,V ugm-3,122,V ugm-3,2,V ugm-3,0.32,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-08-21,98,V ugm-3,21,V ugm-3,52,V ugm-3,79,V ugm-3,4,V ugm-3,0.29,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-08-22,20,V ugm-3,58,V ugm-3,69,V ugm-3,158,V ugm-3,3,V ugm-3,0.41,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-08-23,145,V ugm-3,23,V ugm-3,96,V ugm-3,101,V ugm-3,9,V ugm-3,0.51,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),67,V ugm-3 (TEOM FDMS),52,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS)
2013-08-24,72,V ugm-3,12,V ugm-3,57,V ugm-3,69,V ugm-3,3,V ugm-3,0.44,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),82,V ugm-3 (TEOM FDMS),60,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS)
2013-08-25,96,V ugm-3,8,V ugm-3,83,V ugm-3,89,V ugm-3,2,V ugm-3,0.47,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),46,V ugm-3 (TEOM FDMS),43,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2013-08-26,83,V ugm-3,146,V ugm-3,105,V ugm-3,330,V ugm-3,5,V ugm-3,0.45,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),44,V ugm-3 (TEOM FDMS),44,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2013-08-27,91,V ugm-3,44,V ugm-3,85,V ugm-3,152,V ugm-3,2,V ugm-3,0.36,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),20,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2013-08-28,96,V ugm-3,11,V ugm-3,91,V ugm-3,99,V ugm-3,2,V ugm-3,0.39,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2013-08-29,73,V ugm-3,29,V ugm-3,63,V ugm-3,99,V ugm-3,3,V ugm-3,0.31,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),29,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2013-08-30,67,V ugm-3,21,V ugm-3,43,V ugm-3,74,V ugm-3,2,V ugm-3,0.26,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-08-31,71,V ugm-3,6,V ugm-3,44,V ugm-3,46,V ugm-3,2,V ugm-3,0.21,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2013-09-01,65,V ugm-3,9,V ugm-3,36,V ugm-3,47,V ugm-3,2,V ugm-3,0.15,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2013-09-02,63,V ugm-3,14,V ugm-3,58,V ugm-3,69,V ugm-3,2,V ugm-3,0.27,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
