Asked for under FOI,,,,,Additional data,,,,,
Date,Annual member hires using a key,Member hires made through the app,Casual hires at terminal,,24 hour members using a key,,,,,
19/08/2017," 5,572 "," 2,428 "," 18,756 ",," 1,494 ",,,,,
20/08/2017," 4,803 "," 1,931 "," 16,318 ",," 1,344 ",,,,,
21/08/2017," 11,500 "," 3,430 "," 10,280 ",," 1,606 ",,,,,
22/08/2017," 13,510 "," 4,133 "," 12,637 ",," 2,086 ",,,,,
23/08/2017," 13,598 "," 4,412 "," 13,194 ",," 2,272 ",,,,,
24/08/2017," 13,300 "," 4,167 "," 13,815 ",," 2,272 ",,,,,
25/08/2017," 11,380 "," 3,653 "," 16,859 ",," 2,133 ",,,,,
26/08/2017," 5,126 "," 2,334 "," 21,370 ",," 1,582 ",,,,,
27/08/2017," 4,543 "," 2,275 "," 23,993 ",," 1,537 ",,,,,
28/08/2017," 5,307 "," 2,521 "," 23,927 ",," 1,741 ",,,,,
29/08/2017," 13,242 "," 3,991 "," 14,755 ",," 2,307 ",,,,,
30/08/2017," 10,807 "," 3,078 "," 6,577 ",," 1,429 ",,,,,
31/08/2017," 14,439 "," 4,232 "," 13,727 ",," 2,521 ",,,,,
01/09/2017," 13,090 "," 4,114 "," 15,656 ",," 2,273 ",,,,,
02/09/2017," 6,594 "," 3,016 "," 22,674 ",," 1,838 ",,,,,
03/09/2017," 4,762 "," 1,998 "," 13,319 ",," 1,130 ",,,,,
04/09/2017," 12,706 "," 3,166 "," 10,265 ",," 1,721 ",,,,,
05/09/2017," 14,280 "," 4,307 "," 10,505 ",," 2,175 ",,,,,
06/09/2017," 15,741 "," 4,778 "," 12,642 ",," 2,387 ",,,,,
07/09/2017," 15,387 "," 4,352 "," 12,483 ",," 2,534 ",,,,,
08/09/2017," 9,959 "," 2,948 "," 8,211 ",," 1,424 ",,,,,
09/09/2017," 6,183 "," 2,516 "," 17,230 ",," 1,586 ",,,,,
10/09/2017," 4,696 "," 1,803 "," 13,062 ",," 1,094 ",,,,,
11/09/2017," 12,666 "," 3,607 "," 8,138 ",," 1,579 ",,,,,
12/09/2017," 14,832 "," 4,319 "," 10,012 ",," 2,222 ",,,,,
13/09/2017," 14,901 "," 4,294 "," 10,252 ",," 2,274 ",,,,,
14/09/2017," 14,841 "," 4,280 "," 10,918 ",," 2,334 ",,,,,
15/09/2017," 13,036 "," 3,860 "," 11,781 ",," 2,120 ",,,,,
16/09/2017," 5,965 "," 2,408 "," 15,635 ",," 1,442 ",,,,,
17/09/2017," 5,423 "," 2,372 "," 15,466 ",," 1,358 ",,,,,
18/09/2017," 14,506 "," 3,969 "," 9,607 ",," 1,824 ",,,,,
19/09/2017," 15,862 "," 4,718 "," 11,040 ",," 2,280 ",,,,,
20/09/2017," 15,612 "," 4,448 "," 11,725 ",," 2,487 ",,,,,
21/09/2017," 14,233 "," 3,986 "," 10,017 ",," 2,088 ",,,,,
22/09/2017," 14,044 "," 4,305 "," 14,415 ",," 2,437 ",,,,,
23/09/2017," 6,370 "," 2,707 "," 19,174 ",," 1,605 ",,,,,
24/09/2017," 5,800 "," 2,542 "," 21,611 ",," 1,632 ",,,,,
25/09/2017," 13,534 "," 3,899 "," 10,181 ",," 1,637 ",,,,,
26/09/2017," 16,332 "," 4,896 "," 12,700 ",," 2,390 ",,,,,
27/09/2017," 16,692 "," 2,302 "," 11,363 ",," 3,460 ",,,,,
28/09/2017," 16,283 "," 3,235 "," 12,075 ",," 2,988 ",,,,,
29/09/2017," 12,314 "," 3,623 "," 10,341 ",," 1,657 ",,,,,
30/09/2017," 6,517 "," 2,584 "," 17,505 ",," 1,532 ",,,,,
01/10/2017," 5,326 "," 2,174 "," 13,535 ",," 1,100 ",,,,,
02/10/2017," 15,302 "," 4,491 "," 11,118 ",," 2,065 ",,,,,
03/10/2017," 16,640 "," 4,972 "," 12,101 ",," 2,425 ",,,,,
04/10/2017," 16,348 "," 5,035 "," 12,041 ",," 2,437 ",,,,,
05/10/2017," 15,212 "," 4,665 "," 11,735 ",," 2,231 ",,,,,
06/10/2017," 14,448 "," 4,431 "," 13,462 ",," 2,074 ",,,,,
07/10/2017," 6,096 "," 2,393 "," 14,990 ",," 1,363 ",,,,,
08/10/2017," 6,013 "," 2,511 "," 18,127 ",," 1,415 ",,,,,
09/10/2017," 15,762 "," 4,742 "," 10,785 ",," 2,011 ",,,,,
10/10/2017," 16,435 "," 5,014 "," 11,212 ",," 2,293 ",,,,,
11/10/2017," 15,203 "," 4,516 "," 10,134 ",," 2,114 ",,,,,
12/10/2017," 16,279 "," 4,483 "," 12,357 ",," 2,326 ",,,,,
13/10/2017," 14,716 "," 3,389 "," 13,121 ",," 2,056 ",,,,,
14/10/2017," 6,881 "," 2,807 "," 20,047 ",," 1,502 ",,,,,
15/10/2017," 6,196 "," 2,672 "," 21,319 ",," 1,500 ",,,,,
16/10/2017," 15,754 "," 4,410 "," 11,670 ",," 2,049 ",,,,,
17/10/2017," 16,260 "," 4,775 "," 11,004 ",," 2,134 ",,,,,
18/10/2017," 13,403 "," 3,840 "," 7,851 ",," 1,571 ",,,,,
19/10/2017," 15,073 "," 4,296 "," 8,923 ",," 1,922 ",,,,,
20/10/2017," 13,470 "," 4,109 "," 11,007 ",," 1,793 ",,,,,
21/10/2017," 5,934 "," 2,186 "," 12,610 ",," 1,148 ",,,,,
22/10/2017," 5,224 "," 2,009 "," 12,102 ",," 1,007 ",,,,,
23/10/2017," 14,056 "," 3,961 "," 10,050 ",," 1,650 ",,,,,
24/10/2017," 14,980 "," 4,510 "," 11,149 ",," 1,971 ",,,,,
25/10/2017," 15,330 "," 4,597 "," 13,088 ",," 2,088 ",,,,,
26/10/2017," 13,162 "," 3,914 "," 8,950 ",," 1,662 ",,,,,
27/10/2017," 13,558 "," 4,232 "," 14,039 ",," 1,888 ",,,,,
28/10/2017," 6,372 "," 2,499 "," 15,662 ",," 1,375 ",,,,,
29/10/2017," 5,441 "," 1,986 "," 12,932 ",," 1,138 ",,,,,
30/10/2017," 15,156 "," 4,274 "," 9,237 ",," 1,770 ",,,,,
31/10/2017," 16,206 "," 4,548 "," 9,511 ",," 1,984 ",,,,,
01/11/2017," 16,131 "," 4,706 "," 10,838 ",," 2,188 ",,,,,
02/11/2017," 16,030 "," 4,630 "," 10,507 ",," 2,164 ",,,,,
03/11/2017," 14,687 "," 4,305 "," 12,839 ",," 1,877 ",,,,,
04/11/2017," 5,318 "," 1,909 "," 9,133 ",, 880 ,,,,,
05/11/2017," 5,552 "," 2,110 "," 12,154 ",," 1,123 ",,,,,
06/11/2017," 15,289 "," 4,207 "," 8,560 ",," 1,755 ",,,,,
07/11/2017," 14,330 "," 3,819 "," 6,758 ",," 1,621 ",,,,,
08/11/2017," 15,067 "," 4,102 "," 7,669 ",," 1,789 ",,,,,
09/11/2017," 15,281 "," 4,245 "," 8,906 ",," 2,001 ",,,,,
10/11/2017," 13,136 "," 3,680 "," 9,113 ",," 1,659 ",,,,,
11/11/2017," 5,187 "," 1,811 "," 8,249 ",, 842 ,,,,,
12/11/2017," 4,892 "," 1,696 "," 8,432 ",, 874 ,,,,,
13/11/2017," 15,085 "," 4,024 "," 7,679 ",," 1,674 ",,,,,
14/11/2017," 15,239 "," 4,193 "," 7,110 ",," 1,869 ",,,,,
15/11/2017," 15,288 "," 4,364 "," 8,140 ",," 1,932 ",,,,,
16/11/2017," 15,345 "," 4,400 "," 8,417 ",," 2,029 ",,,,,
17/11/2017," 13,896 "," 3,978 "," 9,300 ",," 1,746 ",,,,,
18/11/2017," 4,517 "," 1,420 "," 5,931 ",, 683 ,,,,,
19/11/2017," 5,297 "," 1,728 "," 10,287 ",, 939 ,,,,,
20/11/2017," 13,748 "," 3,620 "," 6,358 ",," 1,554 ",,,,,
21/11/2017," 16,200 "," 4,267 "," 7,870 ",," 1,943 ",,,,,
22/11/2017," 15,854 "," 4,281 "," 8,344 ",," 1,971 ",,,,,
23/11/2017," 15,120 "," 4,171 "," 8,010 ",," 1,902 ",,,,,
24/11/2017," 13,754 "," 3,619 "," 8,918 ",," 1,733 ",,,,,
25/11/2017," 5,403 "," 1,639 "," 9,213 ",, 802 ,,,,,
26/11/2017," 4,790 "," 1,369 "," 7,862 ",, 701 ,,,,,
27/11/2017," 13,138 "," 3,223 "," 5,807 ",," 1,414 ",,,,,
28/11/2017," 15,168 "," 3,919 "," 6,513 ",," 1,710 ",,,,,
29/11/2017," 14,682 "," 3,952 "," 6,196 ",," 1,703 ",,,,,
30/11/2017," 14,023 "," 3,536 "," 6,122 ",," 1,532 ",,,,,
01/12/2017," 12,261 "," 3,218 "," 6,626 ",," 1,440 ",,,,,
02/12/2017," 5,416 "," 1,743 "," 8,290 ",, 886 ,,,,,
03/12/2017," 4,295 "," 1,367 "," 6,089 ",, 620 ,,,,,
04/12/2017," 14,654 "," 3,482 "," 7,134 ",," 1,567 ",,,,,
05/12/2017," 15,567 "," 3,848 "," 7,509 ",," 1,836 ",,,,,
06/12/2017," 15,073 "," 3,555 "," 7,775 ",," 1,871 ",,,,,
07/12/2017," 13,441 "," 2,940 "," 6,113 ",," 1,587 ",,,,,
08/12/2017," 12,657 "," 2,826 "," 6,771 ",," 1,442 ",,,,,
09/12/2017," 5,455 "," 1,408 "," 7,246 ",, 862 ,,,,,
10/12/2017," 2,236 ", 516 ," 1,978 ",, 230 ,,,,,
11/12/2017," 7,882 "," 1,497 "," 2,523 ",, 714 ,,,,,
12/12/2017," 12,735 "," 2,798 "," 4,953 ",," 1,496 ",,,,,
13/12/2017," 11,589 "," 2,469 "," 4,050 ",," 1,353 ",,,,,
14/12/2017," 13,236 "," 2,761 "," 5,722 ",," 1,639 ",,,,,
15/12/2017," 11,219 "," 2,355 "," 5,577 ",," 1,292 ",,,,,
16/12/2017," 4,659 "," 1,066 "," 5,253 ",, 812 ,,,,,
17/12/2017," 2,972 ", 732 ," 3,151 ",, 425 ,,,,,
18/12/2017," 12,562 "," 2,731 "," 5,897 ",," 1,451 ",,,,,
19/12/2017," 12,408 "," 2,601 "," 5,516 ",," 1,634 ",,,,,
20/12/2017," 11,553 "," 2,408 "," 5,702 ",," 1,467 ",,,,,
21/12/2017," 10,649 "," 2,235 "," 5,958 ",," 1,426 ",,,,,
22/12/2017," 7,993 "," 1,585 "," 5,987 ",," 1,049 ",,,,,
23/12/2017," 3,240 ", 784 ," 4,807 ",, 563 ,,,,,
24/12/2017," 2,123 ", 419 ," 4,241 ",, 426 ,,,,,
25/12/2017," 1,160 ", 622 ," 23,022 ",, 753 ,,,,,
26/12/2017," 1,220 ", 240 ," 5,040 ",, 340 ,,,,,
27/12/2017," 2,440 ", 374 ," 2,180 ",, 257 ,,,,,
28/12/2017," 4,167 ", 955 ," 5,186 ",, 574 ,,,,,
29/12/2017," 3,215 ", 769 ," 3,701 ",, 415 ,,,,,
30/12/2017," 2,922 ", 737 ," 6,341 ",, 552 ,,,,,
31/12/2017," 2,293 ", 646 ," 5,603 ",, 443 ,,,,,
01/01/2018," 2,089 ", 557 ," 6,725 ",, 468 ,,,,,
02/01/2018," 8,460 "," 1,616 "," 3,114 ",, 752 ,,,,,
03/01/2018," 10,856 "," 2,517 "," 5,229 ",," 1,088 ",,,,,
04/01/2018," 9,589 "," 2,023 "," 4,378 ",," 1,055 ",,,,,
05/01/2018," 11,286 "," 2,671 "," 5,848 ",," 1,244 ",,,,,
06/01/2018," 4,899 "," 1,429 "," 6,402 ",, 765 ,,,,,
07/01/2018," 4,221 "," 1,107 "," 5,775 ",, 702 ,,,,,
08/01/2018," 13,488 "," 3,073 "," 4,795 ",," 1,242 ",,,,,
09/01/2018," 14,123 "," 3,071 "," 5,066 ",," 1,496 ",,,,,
10/01/2018," 14,579 "," 3,479 "," 6,132 ",," 1,736 ",,,,,
11/01/2018," 13,970 "," 3,472 "," 5,615 ",," 1,441 ",,,,,
12/01/2018," 12,872 "," 3,140 "," 6,526 ",," 1,422 ",,,,,
13/01/2018," 5,819 "," 1,757 "," 8,499 ",, 879 ,,,,,
14/01/2018," 4,817 "," 1,581 "," 7,385 ",, 755 ,,,,,
15/01/2018," 11,003 "," 2,633 "," 3,971 ",, 994 ,,,,,
16/01/2018," 14,983 "," 3,703 "," 5,834 ",," 1,591 ",,,,,
17/01/2018," 14,522 "," 3,651 "," 6,373 ",," 1,637 ",,,,,
18/01/2018," 14,130 "," 3,666 "," 6,287 ",," 1,659 ",,,,,
19/01/2018," 13,194 "," 3,395 "," 6,988 ",," 1,451 ",,,,,
20/01/2018," 3,852 "," 1,056 "," 3,761 ",, 437 ,,,,,
21/01/2018," 2,492 ", 735 ," 2,143 ",, 270 ,,,,,
22/01/2018," 14,541 "," 3,761 "," 5,832 ",," 1,422 ",,,,,
23/01/2018," 14,192 "," 3,665 "," 5,876 ",," 1,456 ",,,,,
24/01/2018," 11,726 "," 2,932 "," 3,880 ",," 1,122 ",,,,,
25/01/2018," 14,798 "," 3,876 "," 7,028 ",," 1,649 ",,,,,
26/01/2018," 13,174 "," 3,372 "," 7,623 ",," 1,479 ",,,,,
27/01/2018," 4,917 "," 1,531 "," 6,841 ",, 707 ,,,,,
28/01/2018," 4,876 "," 1,677 "," 9,511 ",, 864 ,,,,,
29/01/2018," 14,497 "," 3,453 "," 6,182 ",," 1,426 ",,,,,
30/01/2018," 15,097 "," 3,775 "," 6,645 ",," 1,637 ",,,,,
31/01/2018," 13,254 "," 3,493 "," 5,323 ",," 1,398 ",,,,,
01/02/2018," 13,738 "," 3,664 "," 5,897 ",," 1,472 ",,,,,
02/02/2018," 12,878 "," 3,479 "," 6,844 ",," 1,378 ",,,,,
03/02/2018," 3,502 "," 1,021 "," 3,738 ",, 401 ,,,,,
04/02/2018," 4,537 "," 1,415 "," 6,758 ",, 682 ,,,,,
05/02/2018," 13,633 "," 3,218 "," 5,107 ",," 1,200 ",,,,,
06/02/2018," 14,320 "," 3,493 "," 5,279 ",," 1,420 ",,,,,
07/02/2018," 14,098 "," 3,554 "," 5,557 ",," 1,421 ",,,,,
08/02/2018," 14,096 "," 3,675 "," 5,743 ",," 1,468 ",,,,,
09/02/2018," 11,496 "," 2,777 "," 4,927 ",," 1,146 ",,,,,
10/02/2018," 3,995 "," 1,118 "," 4,030 ",, 438 ,,,,,
11/02/2018," 4,442 "," 1,440 "," 7,624 ",, 656 ,,,,,
12/02/2018," 12,760 "," 3,174 "," 6,684 ",," 1,255 ",,,,,
13/02/2018," 11,720 "," 2,915 "," 4,346 ",," 1,242 ",,,,,
14/02/2018," 10,329 "," 2,720 "," 4,167 ",," 1,009 ",,,,,
15/02/2018," 12,869 "," 3,425 "," 6,783 ",," 1,314 ",,,,,
16/02/2018," 11,730 "," 3,089 "," 8,474 ",," 1,246 ",,,,,
17/02/2018," 5,520 "," 1,991 "," 13,792 ",," 1,082 ",,,,,
18/02/2018," 4,835 "," 1,682 "," 10,643 ",, 868 ,,,,,
19/02/2018," 11,282 "," 2,822 "," 4,093 ",," 1,017 ",,,,,
20/02/2018," 14,023 "," 3,357 "," 5,310 ",," 1,382 ",,,,,
21/02/2018," 14,338 "," 3,702 "," 5,902 ",," 1,539 ",,,,,
22/02/2018," 13,945 "," 3,733 "," 6,117 ",," 1,497 ",,,,,
23/02/2018," 12,180 "," 3,135 "," 5,716 ",," 1,222 ",,,,,
24/02/2018," 4,976 "," 1,668 "," 8,400 ",, 844 ,,,,,
25/02/2018," 4,196 "," 1,434 "," 7,205 ",, 739 ,,,,,
26/02/2018," 11,509 "," 2,676 "," 3,354 ",," 1,034 ",,,,,
27/02/2018," 11,158 "," 2,683 "," 3,287 ",, 980 ,,,,,
28/02/2018," 6,357 "," 1,474 "," 1,832 ",, 607 ,,,,,
01/03/2018," 5,341 "," 1,156 "," 1,484 ",, 442 ,,,,,
02/03/2018," 4,853 "," 1,148 "," 1,518 ",, 463 ,,,,,
03/03/2018," 3,453 ", 942 ," 2,864 ",, 365 ,,,,,
04/03/2018," 3,773 "," 1,247 "," 4,903 ",, 533 ,,,,,
05/03/2018," 13,537 "," 3,465 "," 5,769 ",," 1,299 ",,,,,
06/03/2018," 14,373 "," 3,649 "," 5,895 ",," 1,447 ",,,,,
07/03/2018," 11,495 "," 3,099 "," 5,438 ",," 1,234 ",,,,,
08/03/2018," 13,738 "," 3,556 "," 6,401 ",," 1,424 ",,,,,
09/03/2018," 9,947 "," 2,656 "," 4,723 ",, 992 ,,,,,
10/03/2018," 5,402 "," 1,870 "," 9,791 ",, 992 ,,,,,
11/03/2018," 4,457 "," 1,594 "," 8,882 ",, 746 ,,,,,
12/03/2018," 11,437 "," 2,725 "," 4,095 ",," 1,081 ",,,,,
13/03/2018," 14,797 "," 3,920 "," 6,725 ",," 1,677 ",,,,,
14/03/2018," 14,630 "," 3,989 "," 7,544 ",," 1,738 ",,,,,
15/03/2018," 12,999 "," 3,516 "," 6,604 ",," 1,435 ",,,,,
16/03/2018," 13,042 "," 3,677 "," 9,252 ",," 1,488 ",,,,,
17/03/2018," 3,356 "," 1,018 "," 3,012 ",, 389 ,,,,,
18/03/2018," 2,976 ", 754 ," 2,295 ",, 330 ,,,,,
19/03/2018," 12,016 "," 2,888 "," 3,867 ",," 1,056 ",,,,,
20/03/2018," 13,598 "," 3,510 "," 5,255 ",," 1,317 ",,,,,
21/03/2018," 14,310 "," 3,842 "," 7,044 ",," 1,571 ",,,,,
22/03/2018," 14,152 "," 3,687 "," 6,886 ",," 1,618 ",,,,,
23/03/2018," 12,879 "," 3,489 "," 8,152 ",," 1,484 ",,,,,
24/03/2018," 5,239 "," 1,915 "," 10,006 ",, 994 ,,,,,
25/03/2018," 4,661 "," 1,802 "," 11,531 ",," 1,002 ",,,,,
26/03/2018," 13,777 "," 3,954 "," 9,144 ",," 1,580 ",,,,,
27/03/2018," 11,197 "," 3,064 "," 6,251 ",," 1,254 ",,,,,
28/03/2018," 8,292 "," 2,161 "," 4,009 ",, 856 ,,,,,
29/03/2018," 10,334 "," 2,694 "," 5,511 ",," 1,090 ",,,,,
30/03/2018," 2,259 ", 668 ," 2,940 ",, 262 ,,,,,
31/03/2018," 3,185 ", 947 ," 6,005 ",, 488 ,,,,,
01/04/2018," 2,591 ", 935 ," 9,048 ",, 513 ,,,,,
02/04/2018," 2,614 ", 852 ," 3,942 ",, 289 ,,,,,
03/04/2018," 10,770 "," 2,978 "," 7,076 ",," 1,106 ",,,,,
04/04/2018," 11,663 "," 3,152 "," 6,463 ",," 1,216 ",,,,,
05/04/2018," 12,948 "," 3,876 "," 11,196 ",," 1,556 ",,,,,
06/04/2018," 11,705 "," 3,693 "," 12,848 ",," 1,500 ",,,,,
07/04/2018," 5,676 "," 2,283 "," 15,853 ",," 1,208 ",,,,,
08/04/2018," 3,080 "," 1,078 "," 4,881 ",, 418 ,,,,,
09/04/2018," 8,774 "," 2,218 "," 4,025 ",, 760 ,,,,,
10/04/2018," 13,105 "," 3,678 "," 7,617 ",," 1,426 ",,,,,
11/04/2018," 12,136 "," 3,401 "," 7,274 ",," 1,330 ",,,,,
12/04/2018," 13,119 "," 3,626 "," 7,481 ",," 1,506 ",,,,,
13/04/2018," 12,346 "," 3,568 "," 9,181 ",," 1,429 ",,,,,
14/04/2018," 6,474 "," 2,824 "," 22,076 ",," 1,657 ",,,,,
15/04/2018," 4,949 "," 2,115 "," 12,573 ",, 973 ,,,,,
16/04/2018," 14,692 "," 4,250 "," 9,251 ",," 1,653 ",,,,,
17/04/2018," 15,410 "," 4,718 "," 9,814 ",," 1,913 ",,,,,
18/04/2018," 15,978 "," 5,420 "," 15,576 ",," 2,323 ",,,,,
19/04/2018," 15,807 "," 5,575 "," 18,219 ",," 2,562 ",,,,,
20/04/2018," 14,535 "," 5,281 "," 21,369 ",," 2,266 ",,,,,
21/04/2018," 6,580 "," 3,437 "," 28,705 ",," 1,913 ",,,,,
22/04/2018," 5,864 "," 2,799 "," 26,792 ",," 1,556 ",,,,,
23/04/2018," 15,279 "," 5,064 "," 12,670 ",," 1,873 ",,,,,
24/04/2018," 15,665 "," 4,942 "," 9,936 ",," 1,901 ",,,,,
25/04/2018," 15,612 "," 4,927 "," 9,872 ",," 2,080 ",,,,,
26/04/2018," 15,551 "," 4,997 "," 11,292 ",," 2,209 ",,,,,
27/04/2018," 10,360 "," 3,188 "," 6,209 ",," 1,064 ",,,,,
28/04/2018," 5,168 "," 1,964 "," 8,849 ",, 823 ,,,,,
29/04/2018," 4,391 "," 1,859 "," 8,355 ",, 757 ,,,,,
30/04/2018," 9,370 "," 2,364 "," 4,059 ",, 832 ,,,,,
," 23,467,376 "," 2,471,636 "," 24,333,639 ", -   ," 3,567,841 ",,,,,
