Date,Start hour,Member hires made through the app
13/08/2018,6,173
13/08/2018,7,486
13/08/2018,8,848
13/08/2018,9,388
13/08/2018,10,132
13/08/2018,11,104
13/08/2018,12,140
13/08/2018,13,163
13/08/2018,14,116
13/08/2018,15,147
13/08/2018,16,280
13/08/2018,17,776
13/08/2018,18,767
13/08/2018,19,430
13/08/2018,20,236
13/08/2018,21,165
13/08/2018,22,81
13/08/2018,23,58
14/08/2018,0,25
14/08/2018,1,7
14/08/2018,2,9
14/08/2018,3,3
14/08/2018,4,5
14/08/2018,5,44
14/08/2018,6,197
14/08/2018,7,550
14/08/2018,8,948
14/08/2018,9,478
14/08/2018,10,152
14/08/2018,11,147
14/08/2018,12,195
14/08/2018,13,217
14/08/2018,14,158
14/08/2018,15,195
14/08/2018,16,336
14/08/2018,17,785
14/08/2018,18,757
14/08/2018,19,414
14/08/2018,20,262
14/08/2018,21,165
14/08/2018,22,122
14/08/2018,23,34
15/08/2018,0,2
15/08/2018,4,4
15/08/2018,5,29
15/08/2018,6,197
15/08/2018,7,510
15/08/2018,8,959
15/08/2018,9,490
15/08/2018,10,177
15/08/2018,11,169
15/08/2018,12,221
15/08/2018,13,222
15/08/2018,14,204
15/08/2018,15,200
15/08/2018,16,332
15/08/2018,17,819
15/08/2018,18,792
15/08/2018,19,449
15/08/2018,20,251
15/08/2018,21,176
15/08/2018,22,128
15/08/2018,23,81
16/08/2018,0,38
16/08/2018,1,7
16/08/2018,2,7
16/08/2018,3,6
16/08/2018,4,5
16/08/2018,5,33
16/08/2018,6,185
16/08/2018,7,499
16/08/2018,8,854
16/08/2018,9,227
16/08/2018,10,39
16/08/2018,11,24
16/08/2018,12,30
16/08/2018,13,45
16/08/2018,14,110
16/08/2018,15,143
16/08/2018,16,269
16/08/2018,17,629
16/08/2018,18,664
16/08/2018,19,370
16/08/2018,20,207
16/08/2018,21,127
16/08/2018,22,129
16/08/2018,23,69
17/08/2018,0,34
17/08/2018,1,14
17/08/2018,2,8
17/08/2018,3,3
17/08/2018,4,5
17/08/2018,5,23
17/08/2018,6,146
17/08/2018,7,421
17/08/2018,8,807
17/08/2018,9,428
17/08/2018,10,209
17/08/2018,11,139
17/08/2018,12,228
17/08/2018,13,243
17/08/2018,14,212
17/08/2018,15,210
17/08/2018,16,366
17/08/2018,17,619
17/08/2018,18,482
17/08/2018,19,291
17/08/2018,20,176
17/08/2018,21,118
17/08/2018,22,97
17/08/2018,23,77
18/08/2018,0,48
18/08/2018,1,28
18/08/2018,2,23
18/08/2018,3,19
18/08/2018,4,14
18/08/2018,5,12
18/08/2018,6,26
18/08/2018,7,38
18/08/2018,8,92
18/08/2018,9,157
18/08/2018,10,230
18/08/2018,11,236
18/08/2018,12,244
18/08/2018,13,237
18/08/2018,14,229
18/08/2018,15,232
18/08/2018,16,235
18/08/2018,17,227
18/08/2018,18,195
18/08/2018,19,203
18/08/2018,20,133
18/08/2018,21,90
18/08/2018,22,73
18/08/2018,23,76
19/08/2018,0,47
19/08/2018,1,28
19/08/2018,2,24
19/08/2018,3,15
19/08/2018,4,9
19/08/2018,5,6
19/08/2018,6,22
19/08/2018,7,43
19/08/2018,8,56
19/08/2018,9,108
19/08/2018,10,165
19/08/2018,11,207
19/08/2018,12,232
19/08/2018,13,259
19/08/2018,14,254
19/08/2018,15,278
19/08/2018,16,271
19/08/2018,17,264
19/08/2018,18,261
19/08/2018,19,209
19/08/2018,20,154
19/08/2018,21,86
19/08/2018,22,78
19/08/2018,23,43
20/08/2018,0,23
20/08/2018,1,8
20/08/2018,2,11
20/08/2018,3,3
20/08/2018,4,2
20/08/2018,5,25
20/08/2018,6,155
20/08/2018,7,451
20/08/2018,8,863
20/08/2018,9,418
20/08/2018,10,161
20/08/2018,11,129
20/08/2018,12,196
20/08/2018,13,190
20/08/2018,14,186
20/08/2018,15,181
20/08/2018,16,297
20/08/2018,17,745
20/08/2018,18,820
20/08/2018,19,438
20/08/2018,20,241
20/08/2018,21,133
20/08/2018,22,88
20/08/2018,23,43
21/08/2018,0,18
21/08/2018,1,12
21/08/2018,2,5
21/08/2018,3,2
21/08/2018,4,5
21/08/2018,5,29
21/08/2018,6,198
21/08/2018,7,563
21/08/2018,8,985
21/08/2018,9,434
21/08/2018,10,186
21/08/2018,11,166
21/08/2018,12,212
21/08/2018,13,239
21/08/2018,14,203
21/08/2018,15,179
21/08/2018,16,331
21/08/2018,17,845
21/08/2018,18,817
21/08/2018,19,475
21/08/2018,20,246
21/08/2018,21,165
21/08/2018,22,118
21/08/2018,23,50
22/08/2018,0,34
22/08/2018,1,13
22/08/2018,2,6
22/08/2018,3,3
22/08/2018,4,6
22/08/2018,5,29
22/08/2018,6,180
22/08/2018,7,526
22/08/2018,8,981
22/08/2018,9,468
22/08/2018,10,166
22/08/2018,11,138
22/08/2018,12,227
22/08/2018,13,221
22/08/2018,14,183
22/08/2018,15,198
22/08/2018,16,275
22/08/2018,17,709
22/08/2018,18,783
22/08/2018,19,433
22/08/2018,20,254
22/08/2018,21,182
22/08/2018,22,126
22/08/2018,23,73
23/08/2018,0,28
23/08/2018,1,9
23/08/2018,2,4
23/08/2018,3,10
23/08/2018,4,2
23/08/2018,5,27
23/08/2018,6,166
23/08/2018,7,510
23/08/2018,8,884
23/08/2018,9,365
23/08/2018,10,117
23/08/2018,11,163
23/08/2018,12,190
23/08/2018,13,212
23/08/2018,14,184
23/08/2018,15,172
23/08/2018,16,293
23/08/2018,17,679
23/08/2018,18,661
23/08/2018,19,384
23/08/2018,20,229
23/08/2018,21,125
23/08/2018,22,116
23/08/2018,23,68
24/08/2018,0,34
24/08/2018,1,15
24/08/2018,2,4
24/08/2018,3,5
24/08/2018,4,7
24/08/2018,5,24
24/08/2018,6,142
24/08/2018,7,359
24/08/2018,8,748
24/08/2018,9,404
24/08/2018,10,183
24/08/2018,11,140
24/08/2018,12,187
24/08/2018,13,197
24/08/2018,14,194
24/08/2018,15,177
24/08/2018,16,269
24/08/2018,17,331
24/08/2018,18,369
24/08/2018,19,159
24/08/2018,20,36
24/08/2018,21,34
24/08/2018,22,52
24/08/2018,23,38
25/08/2018,0,26
25/08/2018,1,22
25/08/2018,2,17
25/08/2018,3,3
25/08/2018,4,3
25/08/2018,5,3
25/08/2018,6,26
25/08/2018,7,42
25/08/2018,8,86
25/08/2018,9,132
25/08/2018,10,179
25/08/2018,11,183
25/08/2018,12,174
25/08/2018,13,195
25/08/2018,14,173
25/08/2018,15,169
25/08/2018,16,163
25/08/2018,17,168
25/08/2018,18,161
25/08/2018,19,151
25/08/2018,20,119
25/08/2018,21,68
25/08/2018,22,72
25/08/2018,23,47
26/08/2018,0,36
26/08/2018,1,23
26/08/2018,2,15
26/08/2018,3,11
26/08/2018,4,7
26/08/2018,5,5
26/08/2018,6,15
26/08/2018,7,26
26/08/2018,8,61
26/08/2018,9,83
26/08/2018,10,88
26/08/2018,11,64
26/08/2018,12,32
26/08/2018,13,20
26/08/2018,14,25
26/08/2018,15,28
26/08/2018,16,27
26/08/2018,17,27
26/08/2018,18,51
26/08/2018,19,60
26/08/2018,20,55
26/08/2018,21,32
26/08/2018,22,46
26/08/2018,23,38
27/08/2018,0,24
27/08/2018,1,18
27/08/2018,2,8
27/08/2018,3,10
27/08/2018,4,11
27/08/2018,5,6
27/08/2018,6,24
27/08/2018,7,32
27/08/2018,8,71
27/08/2018,9,89
27/08/2018,10,126
27/08/2018,11,187
27/08/2018,12,150
27/08/2018,13,191
27/08/2018,14,191
27/08/2018,15,203
27/08/2018,16,212
27/08/2018,17,193
27/08/2018,18,189
27/08/2018,19,157
27/08/2018,20,86
27/08/2018,21,84
27/08/2018,22,73
27/08/2018,23,44
28/08/2018,0,25
28/08/2018,1,10
28/08/2018,2,8
28/08/2018,3,2
28/08/2018,4,4
28/08/2018,5,21
28/08/2018,6,151
28/08/2018,7,439
28/08/2018,8,871
28/08/2018,9,373
28/08/2018,10,160
28/08/2018,11,121
28/08/2018,12,185
28/08/2018,13,209
28/08/2018,14,172
28/08/2018,15,154
28/08/2018,16,309
28/08/2018,17,738
28/08/2018,18,745
28/08/2018,19,383
28/08/2018,20,233
28/08/2018,21,146
28/08/2018,22,84
28/08/2018,23,42
29/08/2018,0,28
29/08/2018,1,22
29/08/2018,2,2
29/08/2018,3,3
29/08/2018,4,6
29/08/2018,5,12
29/08/2018,6,112
29/08/2018,7,309
29/08/2018,8,259
29/08/2018,9,137
29/08/2018,10,128
29/08/2018,11,134
29/08/2018,12,166
29/08/2018,13,178
29/08/2018,14,173
29/08/2018,15,178
29/08/2018,16,273
29/08/2018,17,681
29/08/2018,18,658
29/08/2018,19,364
29/08/2018,20,179
29/08/2018,21,130
29/08/2018,22,106
29/08/2018,23,70
30/08/2018,0,35
30/08/2018,1,9
30/08/2018,2,7
30/08/2018,3,7
30/08/2018,4,3
30/08/2018,5,24
30/08/2018,6,151
30/08/2018,7,500
30/08/2018,8,982
30/08/2018,9,399
30/08/2018,10,195
30/08/2018,11,152
30/08/2018,12,220
30/08/2018,13,245
30/08/2018,14,190
30/08/2018,15,175
30/08/2018,16,319
30/08/2018,17,717
30/08/2018,18,723
30/08/2018,19,394
30/08/2018,20,200
30/08/2018,21,129
30/08/2018,22,110
30/08/2018,23,71
31/08/2018,0,27
31/08/2018,1,26
31/08/2018,2,6
31/08/2018,3,15
31/08/2018,4,5
31/08/2018,5,11
31/08/2018,6,147
31/08/2018,7,429
31/08/2018,8,868
31/08/2018,9,466
31/08/2018,10,178
31/08/2018,11,152
31/08/2018,12,216
31/08/2018,13,227
31/08/2018,14,204
31/08/2018,15,228
31/08/2018,16,368
31/08/2018,17,658
31/08/2018,18,560
31/08/2018,19,303
31/08/2018,20,162
31/08/2018,21,109
31/08/2018,22,92
31/08/2018,23,74
01/09/2018,0,60
01/09/2018,1,34
01/09/2018,2,17
01/09/2018,3,16
01/09/2018,4,9
01/09/2018,5,6
01/09/2018,6,37
01/09/2018,7,53
01/09/2018,8,103
01/09/2018,9,172
01/09/2018,10,241
01/09/2018,11,271
01/09/2018,12,286
01/09/2018,13,323
01/09/2018,14,303
01/09/2018,15,287
01/09/2018,16,285
01/09/2018,17,311
01/09/2018,18,251
01/09/2018,19,212
01/09/2018,20,157
01/09/2018,21,99
01/09/2018,22,85
01/09/2018,23,72
02/09/2018,0,52
02/09/2018,1,35
02/09/2018,2,27
02/09/2018,3,20
02/09/2018,4,8
02/09/2018,5,5
02/09/2018,6,19
02/09/2018,7,40
02/09/2018,8,86
02/09/2018,9,142
02/09/2018,10,182
02/09/2018,11,248
02/09/2018,12,308
02/09/2018,13,294
02/09/2018,14,353
02/09/2018,15,306
02/09/2018,16,300
02/09/2018,17,292
02/09/2018,18,271
02/09/2018,19,206
02/09/2018,20,139
02/09/2018,21,90
02/09/2018,22,67
02/09/2018,23,30
03/09/2018,0,13
03/09/2018,1,10
03/09/2018,2,11
03/09/2018,3,2
03/09/2018,4,2
03/09/2018,5,31
03/09/2018,6,173
03/09/2018,7,70
03/09/2018,8,56
03/09/2018,9,333
03/09/2018,10,181
03/09/2018,11,144
03/09/2018,12,195
03/09/2018,13,204
03/09/2018,14,178
03/09/2018,15,174
03/09/2018,16,316
03/09/2018,17,60
03/09/2018,18,228
03/09/2018,19,133
03/09/2018,20,219
03/09/2018,21,109
03/09/2018,22,76
03/09/2018,23,27
04/09/2018,0,17
04/09/2018,1,13
04/09/2018,2,3
04/09/2018,3,3
04/09/2018,4,4
04/09/2018,5,30
04/09/2018,6,165
04/09/2018,7,101
04/09/2018,8,179
04/09/2018,9,408
04/09/2018,10,180
04/09/2018,11,149
04/09/2018,12,185
04/09/2018,13,195
04/09/2018,14,184
04/09/2018,15,171
04/09/2018,16,288
04/09/2018,17,599
04/09/2018,18,679
04/09/2018,19,363
04/09/2018,20,191
04/09/2018,21,97
04/09/2018,22,72
04/09/2018,23,29
05/09/2018,0,18
05/09/2018,1,8
05/09/2018,2,4
05/09/2018,3,1
05/09/2018,4,6
05/09/2018,5,21
05/09/2018,6,138
05/09/2018,7,33
05/09/2018,8,190
05/09/2018,9,268
05/09/2018,10,124
05/09/2018,11,106
05/09/2018,12,112
05/09/2018,13,116
05/09/2018,14,140
05/09/2018,15,143
05/09/2018,16,155
05/09/2018,17,83
07/09/2018,5,6
07/09/2018,6,55
07/09/2018,7,35
07/09/2018,8,62
07/09/2018,9,182
07/09/2018,10,102
07/09/2018,11,144
07/09/2018,12,211
07/09/2018,13,210
07/09/2018,14,189
07/09/2018,15,207
07/09/2018,16,126
07/09/2018,17,384
07/09/2018,18,421
07/09/2018,19,282
07/09/2018,20,158
07/09/2018,21,81
07/09/2018,22,66
07/09/2018,23,47
08/09/2018,0,33
08/09/2018,1,36
08/09/2018,2,17
08/09/2018,3,17
08/09/2018,4,12
08/09/2018,5,6
08/09/2018,6,30
08/09/2018,7,44
08/09/2018,8,82
08/09/2018,9,153
08/09/2018,10,207
08/09/2018,11,219
08/09/2018,12,231
08/09/2018,13,217
08/09/2018,14,208
08/09/2018,15,194
08/09/2018,16,212
08/09/2018,17,206
08/09/2018,18,209
08/09/2018,19,154
08/09/2018,20,102
08/09/2018,21,71
08/09/2018,22,69
08/09/2018,23,48
09/09/2018,0,53
09/09/2018,1,37
09/09/2018,2,26
09/09/2018,3,12
09/09/2018,4,8
09/09/2018,5,11
09/09/2018,6,15
09/09/2018,7,26
09/09/2018,8,64
09/09/2018,9,99
09/09/2018,10,177
09/09/2018,11,217
09/09/2018,12,248
09/09/2018,13,232
09/09/2018,14,256
09/09/2018,15,271
09/09/2018,16,260
09/09/2018,17,231
09/09/2018,18,238
09/09/2018,19,175
09/09/2018,20,113
09/09/2018,21,41
09/09/2018,22,35
09/09/2018,23,33
10/09/2018,0,12
10/09/2018,1,6
10/09/2018,2,2
10/09/2018,3,3
10/09/2018,4,5
10/09/2018,5,30
10/09/2018,6,139
10/09/2018,7,12
10/09/2018,14,17
10/09/2018,15,72
10/09/2018,16,91
10/09/2018,17,166
10/09/2018,18,201
10/09/2018,19,128
10/09/2018,20,85
10/09/2018,21,61
10/09/2018,22,58
10/09/2018,23,20
11/09/2018,0,13
11/09/2018,1,5
11/09/2018,2,1
11/09/2018,3,2
11/09/2018,4,4
11/09/2018,5,22
11/09/2018,6,137
11/09/2018,7,19
11/09/2018,9,26
11/09/2018,10,60
11/09/2018,11,54
11/09/2018,12,80
11/09/2018,13,178
11/09/2018,14,149
11/09/2018,15,116
11/09/2018,16,94
11/09/2018,17,177
11/09/2018,18,436
11/09/2018,19,227
11/09/2018,20,150
11/09/2018,21,82
11/09/2018,22,22
11/09/2018,23,11
12/09/2018,0,3
12/09/2018,1,3
12/09/2018,2,1
12/09/2018,3,3
12/09/2018,4,4
12/09/2018,5,20
12/09/2018,6,106
12/09/2018,7,106
12/09/2018,8,343
12/09/2018,9,302
12/09/2018,10,144
12/09/2018,11,100
12/09/2018,12,114
12/09/2018,13,122
12/09/2018,14,129
12/09/2018,15,103
12/09/2018,16,189
12/09/2018,17,396
12/09/2018,18,447
12/09/2018,19,242
12/09/2018,20,133
12/09/2018,21,80
12/09/2018,22,40
12/09/2018,23,34
13/09/2018,0,12
13/09/2018,1,6
13/09/2018,2,3
13/09/2018,3,2
13/09/2018,4,7
13/09/2018,5,21
13/09/2018,6,152
13/09/2018,7,370
13/09/2018,8,528
13/09/2018,9,310
13/09/2018,10,126
13/09/2018,11,108
13/09/2018,12,174
13/09/2018,13,134
13/09/2018,14,136
13/09/2018,15,129
13/09/2018,16,196
13/09/2018,17,460
13/09/2018,18,422
13/09/2018,19,187
13/09/2018,20,90
13/09/2018,21,81
13/09/2018,22,69
13/09/2018,23,49
14/09/2018,0,24
14/09/2018,1,14
14/09/2018,2,5
14/09/2018,3,5
14/09/2018,4,4
14/09/2018,5,18
14/09/2018,6,143
14/09/2018,7,353
14/09/2018,8,533
14/09/2018,9,280
14/09/2018,10,115
14/09/2018,11,107
14/09/2018,12,193
14/09/2018,13,158
14/09/2018,14,144
14/09/2018,15,138
14/09/2018,16,224
14/09/2018,17,467
14/09/2018,18,393
14/09/2018,19,176
14/09/2018,20,75
14/09/2018,21,47
14/09/2018,22,35
14/09/2018,23,40
15/09/2018,0,33
15/09/2018,1,21
15/09/2018,2,11
15/09/2018,3,8
15/09/2018,4,6
15/09/2018,5,9
15/09/2018,6,24
15/09/2018,7,43
15/09/2018,8,47
15/09/2018,9,103
15/09/2018,10,98
15/09/2018,11,229
15/09/2018,12,180
15/09/2018,13,109
15/09/2018,14,190
15/09/2018,15,188
15/09/2018,16,176
15/09/2018,17,219
15/09/2018,18,159
15/09/2018,19,124
15/09/2018,20,85
15/09/2018,21,68
15/09/2018,22,63
15/09/2018,23,58
16/09/2018,0,43
16/09/2018,1,28
16/09/2018,2,12
16/09/2018,3,16
16/09/2018,4,7
16/09/2018,5,5
16/09/2018,6,21
16/09/2018,7,32
16/09/2018,8,61
16/09/2018,9,108
16/09/2018,10,169
16/09/2018,11,180
16/09/2018,12,181
16/09/2018,13,194
16/09/2018,14,189
16/09/2018,15,191
16/09/2018,16,231
16/09/2018,17,214
16/09/2018,18,165
16/09/2018,19,105
16/09/2018,20,87
16/09/2018,21,58
16/09/2018,22,47
16/09/2018,23,23
17/09/2018,0,18
17/09/2018,1,9
17/09/2018,2,7
17/09/2018,3,4
17/09/2018,4,7
17/09/2018,5,30
17/09/2018,6,151
17/09/2018,7,287
17/09/2018,8,611
17/09/2018,9,267
17/09/2018,10,94
17/09/2018,11,95
17/09/2018,12,171
17/09/2018,13,126
17/09/2018,14,78
17/09/2018,15,156
17/09/2018,16,216
17/09/2018,17,502
17/09/2018,18,499
17/09/2018,19,161
17/09/2018,20,133
17/09/2018,21,65
17/09/2018,22,57
17/09/2018,23,23
18/09/2018,0,17
18/09/2018,1,3
18/09/2018,2,4
18/09/2018,3,6
18/09/2018,4,8
18/09/2018,5,25
18/09/2018,6,167
18/09/2018,7,411
18/09/2018,8,612
18/09/2018,9,288
18/09/2018,10,118
18/09/2018,11,108
18/09/2018,12,185
18/09/2018,13,148
18/09/2018,14,109
18/09/2018,15,172
18/09/2018,16,240
18/09/2018,17,486
18/09/2018,18,449
18/09/2018,19,298
18/09/2018,20,130
18/09/2018,21,70
18/09/2018,22,91
18/09/2018,23,32
19/09/2018,0,18
19/09/2018,1,6
19/09/2018,2,3
19/09/2018,3,4
19/09/2018,4,7
19/09/2018,5,22
19/09/2018,6,165
19/09/2018,7,427
19/09/2018,8,597
19/09/2018,9,298
19/09/2018,10,135
19/09/2018,11,106
19/09/2018,12,155
19/09/2018,13,152
19/09/2018,14,138
19/09/2018,15,135
19/09/2018,16,202
19/09/2018,17,463
19/09/2018,18,460
19/09/2018,19,267
19/09/2018,20,174
19/09/2018,21,81
19/09/2018,22,67
19/09/2018,23,46
20/09/2018,0,13
20/09/2018,1,7
20/09/2018,2,2
20/09/2018,3,5
20/09/2018,4,11
20/09/2018,5,24
20/09/2018,6,139
20/09/2018,7,381
20/09/2018,8,638
20/09/2018,9,305
20/09/2018,10,121
20/09/2018,11,103
20/09/2018,12,152
20/09/2018,13,180
20/09/2018,14,143
20/09/2018,15,122
20/09/2018,16,117
20/09/2018,17,461
20/09/2018,18,472
20/09/2018,19,215
20/09/2018,20,131
20/09/2018,21,85
20/09/2018,22,65
20/09/2018,23,43
21/09/2018,0,30
21/09/2018,1,13
21/09/2018,2,2
21/09/2018,3,3
21/09/2018,4,5
21/09/2018,5,16
21/09/2018,6,121
21/09/2018,7,310
21/09/2018,8,589
21/09/2018,9,337
21/09/2018,10,132
21/09/2018,11,55
21/09/2018,12,170
21/09/2018,13,123
21/09/2018,14,110
21/09/2018,15,83
21/09/2018,16,222
21/09/2018,17,435
21/09/2018,18,362
21/09/2018,19,193
21/09/2018,20,88
21/09/2018,21,53
21/09/2018,22,43
21/09/2018,23,36
22/09/2018,0,15
22/09/2018,1,15
22/09/2018,2,13
22/09/2018,3,8
22/09/2018,4,6
22/09/2018,5,5
22/09/2018,6,18
22/09/2018,7,49
22/09/2018,8,88
22/09/2018,9,150
22/09/2018,10,83
22/09/2018,11,101
22/09/2018,12,53
22/09/2018,13,97
22/09/2018,14,111
22/09/2018,15,60
22/09/2018,16,66
22/09/2018,17,44
22/09/2018,18,45
22/09/2018,19,30
22/09/2018,20,31
22/09/2018,21,34
22/09/2018,22,31
22/09/2018,23,32
23/09/2018,0,28
23/09/2018,1,18
23/09/2018,2,15
23/09/2018,3,8
23/09/2018,4,7
23/09/2018,5,9
23/09/2018,6,5
23/09/2018,7,10
23/09/2018,8,18
23/09/2018,9,14
23/09/2018,10,29
23/09/2018,11,37
23/09/2018,12,65
23/09/2018,13,89
23/09/2018,14,135
23/09/2018,15,163
23/09/2018,16,176
23/09/2018,17,182
23/09/2018,18,182
23/09/2018,19,86
23/09/2018,20,81
23/09/2018,21,54
23/09/2018,22,28
23/09/2018,23,30
24/09/2018,0,16
24/09/2018,1,3
24/09/2018,2,4
24/09/2018,3,3
24/09/2018,4,5
24/09/2018,5,25
24/09/2018,6,128
24/09/2018,7,348
24/09/2018,8,595
24/09/2018,9,262
24/09/2018,10,114
24/09/2018,11,106
24/09/2018,12,150
24/09/2018,13,143
24/09/2018,14,115
24/09/2018,15,140
24/09/2018,16,214
24/09/2018,17,504
24/09/2018,18,455
24/09/2018,19,212
24/09/2018,20,133
24/09/2018,21,99
24/09/2018,22,39
24/09/2018,23,28
25/09/2018,0,13
25/09/2018,1,4
25/09/2018,2,3
25/09/2018,3,2
25/09/2018,4,9
25/09/2018,5,17
25/09/2018,6,146
25/09/2018,7,423
25/09/2018,8,589
25/09/2018,9,278
25/09/2018,10,149
25/09/2018,11,113
25/09/2018,12,164
25/09/2018,13,150
25/09/2018,14,127
25/09/2018,15,141
25/09/2018,16,275
25/09/2018,17,474
25/09/2018,18,485
25/09/2018,19,250
25/09/2018,20,117
25/09/2018,21,101
25/09/2018,22,58
25/09/2018,23,32
26/09/2018,0,14
26/09/2018,1,8
26/09/2018,2,4
26/09/2018,3,3
26/09/2018,4,5
26/09/2018,5,21
26/09/2018,6,159
26/09/2018,7,389
26/09/2018,8,641
26/09/2018,9,273
26/09/2018,10,129
26/09/2018,11,128
26/09/2018,12,163
26/09/2018,13,184
26/09/2018,14,145
26/09/2018,15,159
26/09/2018,16,240
26/09/2018,17,507
26/09/2018,18,525
26/09/2018,19,301
26/09/2018,20,191
26/09/2018,21,128
26/09/2018,22,68
26/09/2018,23,49
27/09/2018,0,14
27/09/2018,3,3
27/09/2018,4,3
27/09/2018,5,22
27/09/2018,6,155
27/09/2018,7,436
27/09/2018,8,677
27/09/2018,9,348
27/09/2018,10,125
27/09/2018,11,138
27/09/2018,12,163
27/09/2018,13,197
27/09/2018,14,149
27/09/2018,15,151
27/09/2018,16,258
27/09/2018,17,454
27/09/2018,18,468
27/09/2018,19,210
27/09/2018,20,153
27/09/2018,21,98
27/09/2018,22,93
27/09/2018,23,49
28/09/2018,0,24
28/09/2018,1,9
28/09/2018,2,7
28/09/2018,3,5
28/09/2018,4,7
28/09/2018,5,14
28/09/2018,6,132
28/09/2018,7,348
28/09/2018,8,618
28/09/2018,9,267
28/09/2018,10,123
28/09/2018,11,129
28/09/2018,12,141
28/09/2018,13,174
28/09/2018,14,130
28/09/2018,15,147
28/09/2018,16,229
28/09/2018,17,439
28/09/2018,18,351
28/09/2018,19,171
28/09/2018,20,100
28/09/2018,21,81
28/09/2018,22,57
28/09/2018,23,44
29/09/2018,0,32
29/09/2018,1,26
29/09/2018,2,15
29/09/2018,3,10
29/09/2018,4,13
29/09/2018,5,8
29/09/2018,6,25
29/09/2018,7,28
29/09/2018,8,100
29/09/2018,9,140
29/09/2018,10,242
29/09/2018,11,246
29/09/2018,12,270
29/09/2018,13,277
29/09/2018,14,261
29/09/2018,15,267
29/09/2018,16,210
29/09/2018,17,203
29/09/2018,18,186
29/09/2018,19,136
29/09/2018,20,88
29/09/2018,21,86
29/09/2018,22,71
29/09/2018,23,58
30/09/2018,0,58
30/09/2018,1,38
30/09/2018,2,14
30/09/2018,3,16
30/09/2018,4,12
30/09/2018,5,8
30/09/2018,6,9
30/09/2018,7,30
30/09/2018,8,74
30/09/2018,9,117
30/09/2018,10,176
30/09/2018,11,184
30/09/2018,12,242
30/09/2018,13,223
30/09/2018,14,212
30/09/2018,15,208
30/09/2018,16,204
30/09/2018,17,186
30/09/2018,18,143
30/09/2018,19,95
30/09/2018,20,77
30/09/2018,21,58
30/09/2018,22,35
30/09/2018,23,27
01/10/2018,0,14
01/10/2018,1,2
01/10/2018,2,4
01/10/2018,4,2
01/10/2018,5,10
01/10/2018,6,126
01/10/2018,7,345
01/10/2018,8,595
01/10/2018,9,274
01/10/2018,10,110
01/10/2018,11,85
01/10/2018,12,146
01/10/2018,13,141
01/10/2018,14,116
01/10/2018,15,132
01/10/2018,16,195
01/10/2018,17,448
01/10/2018,18,434
01/10/2018,19,212
01/10/2018,20,121
01/10/2018,21,86
01/10/2018,22,57
01/10/2018,23,34
02/10/2018,0,13
02/10/2018,1,3
02/10/2018,2,1
02/10/2018,3,2
02/10/2018,4,4
02/10/2018,5,21
02/10/2018,6,173
02/10/2018,7,416
02/10/2018,8,599
02/10/2018,9,268
02/10/2018,10,129
02/10/2018,11,95
02/10/2018,12,156
02/10/2018,13,146
02/10/2018,14,135
02/10/2018,15,149
02/10/2018,16,242
02/10/2018,17,528
02/10/2018,18,431
02/10/2018,19,257
02/10/2018,20,143
02/10/2018,21,98
02/10/2018,22,78
02/10/2018,23,32
03/10/2018,0,16
03/10/2018,1,6
03/10/2018,2,2
03/10/2018,3,1
03/10/2018,4,6
03/10/2018,5,27
03/10/2018,6,163
03/10/2018,7,443
03/10/2018,8,635
03/10/2018,9,282
03/10/2018,10,135
03/10/2018,11,102
03/10/2018,12,181
03/10/2018,13,168
03/10/2018,14,138
03/10/2018,15,145
03/10/2018,16,242
03/10/2018,17,482
03/10/2018,18,481
03/10/2018,19,238
03/10/2018,20,154
03/10/2018,21,109
03/10/2018,22,79
03/10/2018,23,39
04/10/2018,0,15
04/10/2018,1,3
04/10/2018,2,4
04/10/2018,3,4
04/10/2018,4,4
04/10/2018,5,24
04/10/2018,6,152
04/10/2018,7,432
04/10/2018,8,619
04/10/2018,9,284
04/10/2018,10,142
04/10/2018,11,122
04/10/2018,12,152
04/10/2018,13,147
04/10/2018,14,140
04/10/2018,15,151
04/10/2018,16,223
04/10/2018,17,438
04/10/2018,18,426
04/10/2018,19,221
04/10/2018,20,141
04/10/2018,21,105
04/10/2018,22,76
04/10/2018,23,35
05/10/2018,0,30
05/10/2018,1,11
05/10/2018,2,3
05/10/2018,3,2
05/10/2018,4,5
05/10/2018,5,23
05/10/2018,6,137
05/10/2018,7,372
05/10/2018,8,620
05/10/2018,9,289
05/10/2018,10,154
05/10/2018,11,108
05/10/2018,12,177
05/10/2018,13,175
05/10/2018,14,153
05/10/2018,15,180
05/10/2018,16,256
05/10/2018,17,469
05/10/2018,18,376
05/10/2018,19,197
05/10/2018,20,112
05/10/2018,21,59
05/10/2018,22,48
05/10/2018,23,65
06/10/2018,0,41
06/10/2018,1,22
06/10/2018,2,18
06/10/2018,3,9
06/10/2018,4,6
06/10/2018,5,6
06/10/2018,6,30
06/10/2018,7,41
06/10/2018,8,79
06/10/2018,9,129
06/10/2018,10,162
06/10/2018,11,97
06/10/2018,12,58
06/10/2018,13,54
06/10/2018,14,49
06/10/2018,15,39
06/10/2018,16,56
06/10/2018,17,46
06/10/2018,18,54
06/10/2018,19,60
06/10/2018,20,52
06/10/2018,21,38
06/10/2018,22,33
06/10/2018,23,50
07/10/2018,0,29
07/10/2018,1,27
07/10/2018,2,16
07/10/2018,3,12
07/10/2018,4,7
