Ozone,NO,NO2,NOX,SO2,PM10,NV_PM10,V_PM10,PM2.5,NV_PM2.5,V_PM2.5
23,11,42,58,1,12,10,5,8,7,4
33,10,43,59,1,9,8,4,7,6,3
49,2,18,21,2,9,10,2,5,6,2
57,2,20,22,1,11,11,3,6,7,3
49,9,35,49,3,17,15,5,13,11,5
23,12,43,61,2,12,12,2,7,8,2
34,9,40,54,2,15,15,3,11,11,3
37,14,44,66,2,18,16,5,13,11,5
41,12,49,67,2,24,22,5,15,13,5
48,4,32,39,2,17,15,5,13,11,4
38,3,31,36,1,13,13,4,9,9,3
47,2,22,25,2,14,13,4,10,9,4
40,4,24,30,1,9,9,3,6,6,3
20,10,38,53,1,13,13,3,9,9,2
42,4,25,30,1,11,10,4,8,8,4
32,9,55,68,1,22,20,5,16,15,4
41,5,29,37,1,11,8,6,6,5,4
50,2,14,18,1,10,10,3,6,6,3
53,2,14,17,3,10,9,4,6,5,4
41,5,19,27,2,8,9,3,4,5,3
42,5,18,27,2,,,,5,6,2
42,3,17,21,3,,,,,,
43,3,20,24,2,,,,,,
45,2,14,17,1,,,,,,
46,2,12,15,2,,,,,,
40,6,26,35,2,,,,,,
29,10,40,55,1,15,15,3,10,10,3
43,9,52,66,1,20,19,4,13,12,4
40,6,40,49,,19,18,4,11,11,3
29,12,42,60,,16,17,2,9,10,2
39,7,33,43,,18,17,4,13,13,3
69,2,26,29,,19,18,4,15,14,4
64,5,52,60,,29,27,5,19,19,4
47,10,58,73,,33,28,8,26,21,8
66,16,43,67,,29,26,5,18,16,4
55,11,27,44,,22,21,5,16,15,4
46,11,18,35,,13,13,3,5,6,3
36,10,13,28,,9,9,3,6,6,3
36,10,13,29,,8,8,3,4,5,3
42,11,31,48,,13,13,3,6,6,3
16,16,53,77,1,21,19,6,14,12,5
21,14,38,59,1,11,9,5,8,7,5
27,9,36,49,1,9,9,3,7,7,3
26,11,38,54,2,10,11,3,7,8,2
34,7,29,40,1,12,12,3,8,8,2
36,6,26,35,1,10,10,3,5,6,2
28,8,32,44,1,9,10,3,6,6,2
31,9,33,47,1,11,11,3,8,8,3
32,9,39,53,1,14,14,3,8,9,3
41,14,57,79,2,17,17,3,13,13,3
41,8,37,50,2,13,13,3,9,9,3
37,9,29,42,1,10,11,3,7,7,3
64,2,18,21,1,13,12,4,11,10,4
36,7,34,45,2,13,13,3,8,8,3
27,5,24,31,1,9,9,3,6,6,3
25,13,32,52,3,12,13,2,6,7,2
44,4,26,33,2,12,12,3,6,6,3
22,18,36,64,3,10,11,3,6,6,3
21,7,23,33,1,11,12,3,8,8,3
13,11,18,36,1,7,7,3,4,5,3
39,7,30,41,2,14,14,4,7,8,2
56,5,38,45,2,20,18,5,11,10,4
42,3,27,32,,,,,13,12,4
25,9,22,36,1,11,10,4,6,6,3
38,4,19,25,2,12,12,3,6,6,3
29,3,20,25,1,7,8,3,4,4,3
19,13,31,50,,9,10,3,6,7,2
18,16,39,64,2,9,10,3,6,7,3
29,11,38,54,,13,13,4,8,9,3
22,7,27,38,,13,12,5,9,8,4
25,6,20,30,,14,14,3,6,7,3
33,4,13,18,,11,11,3,5,6,2
24,7,23,33,,11,10,4,6,6,4
40,3,11,16,,8,8,3,3,4,2
40,3,13,18,,11,12,3,5,6,2
37,5,20,28,,12,12,3,6,7,2
31,4,20,26,,8,9,3,5,6,3
41,2,11,15,,14,14,4,8,7,3
40,4,19,25,,10,11,3,6,7,2
28,12,36,54,,10,10,3,5,6,3
40,3,16,20,,10,11,3,5,6,3
29,9,27,42,,,,,,,
14,16,38,61,,,,,,,
14,23,43,79,,,,,,,
23,11,35,52,,,,,,,
24,14,32,53,,20,16,4,10,10,3
22,16,34,59,,12,9,3,4,6,2
47,3,19,24,,,,,5,7,2
44,3,29,35,,18,14,4,8,9,3
22,26,57,97,,17,13,3,8,9,3
,,,,,14,12,3,7,7,3
,,,,,,,,,,
,,,,,,,,,,
29,11,31,48,1,10,10,0,6,6,2
35,4,20,26,2,11,10,1,5,6,2
,,,,,,,,,,
,,,,,,,,,,
15,10,40,55,1,23,18,5,19,14,8
21,11,33,50,1,11,10,1,7,7,3
27,17,44,70,1,17,16,2,11,11,3
31,7,48,59,1,19,18,1,13,13,4
46,2,28,32,1,17,16,1,13,12,4
57,2,31,33,1,28,22,6,24,19,8
20,14,42,63,2,20,18,2,14,12,5
14,13,36,56,2,15,12,2,8,8,3
19,14,37,58,2,12,12,1,9,9,3
20,19,43,73,3,16,14,1,11,11,3
36,3,32,37,3,14,12,2,11,10,4
44,2,24,27,1,12,9,3,8,7,5
19,9,25,38,2,9,8,1,8,8,3
26,6,23,33,1,7,6,1,6,6,3
15,21,49,82,2,20,19,1,9,10,3
23,10,32,48,2,21,19,2,10,10,4
23,7,30,41,2,8,6,2,6,6,3
13,26,41,81,2,8,8,1,5,6,2
26,9,21,35,2,9,7,2,5,5,4
32,7,26,36,1,10,10,0,5,6,2
32,6,20,30,1,9,8,1,5,6,2
37,7,26,37,2,9,9,0,4,6,2
19,18,43,70,2,7,7,0,4,6,2
11,21,43,75,2,9,8,1,5,6,2
12,14,37,59,2,9,7,2,7,7,3
24,7,31,42,2,8,7,1,5,6,2
15,15,42,65,3,13,12,1,7,8,2
15,13,40,61,3,12,10,2,9,8,3
27,4,34,40,3,14,13,2,8,9,3
30,7,35,46,5,13,12,1,8,8,3
21,20,38,68,5,12,10,1,7,8,3
29,4,34,40,2,12,11,1,7,7,3
36,4,35,40,5,23,19,4,18,15,6
12,15,47,69,3,38,30,8,31,24,10
11,18,45,73,2,42,34,9,33,26,10
21,17,43,68,2,47,34,13,39,28,14
34,4,29,35,1,10,7,3,7,6,4
18,6,35,44,1,15,13,2,9,9,4
33,3,27,31,2,14,12,2,7,7,3
38,1,12,14,2,6,4,2,4,4,3
39,4,26,33,3,22,21,2,6,9,2
21,14,46,68,3,14,13,1,4,7,2
32,5,31,39,3,17,14,2,3,5,2
29,13,37,56,3,10,9,1,2,5,2
18,15,48,72,3,12,11,1,4,6,2
27,7,30,41,3,8,7,2,2,4,3
16,24,44,82,4,9,8,1,5,7,2
12,16,45,70,3,14,12,2,7,9,3
29,3,23,27,3,10,9,1,4,6,3
36,3,20,24,2,11,9,2,4,6,3
23,5,27,34,2,18,16,1,6,8,2
27,3,22,26,2,14,13,1,7,9,2
27,3,21,26,1,17,15,2,10,11,3
33,3,30,35,3,28,24,3,18,19,4
33,15,29,53,2,31,28,3,14,15,4
33,10,38,53,2,24,21,3,7,9,2
5,39,43,102,3,40,36,4,19,19,4
19,18,31,58,2,27,20,6,18,15,7
37,3,24,29,1,13,11,2,4,6,3
53,1,11,13,2,15,13,2,4,6,3
38,6,31,41,2,8,7,1,2,5,2
27,4,29,34,3,10,9,1,5,7,2
33,2,19,22,3,9,7,2,5,6,3
28,13,38,58,4,14,12,2,7,9,3
6,20,46,77,4,15,12,3,10,10,4
10,28,47,91,4,19,16,3,9,10,3
14,13,38,58,2,14,10,4,8,7,5
31,8,29,41,2,12,10,2,4,6,2
15,25,46,85,3,20,18,2,9,11,3
15,8,42,55,2,19,17,2,10,11,4
12,12,49,67,2,23,20,3,10,11,4
1,78,59,179,4,35,30,5,24,22,6
10,30,52,99,2,34,27,7,24,21,8
8,24,49,85,,22,17,5,16,15,5
18,19,48,76,,22,20,2,16,18,2
10,28,45,88,,29,25,4,19,18,5
22,9,37,50,,15,12,3,6,7,4
15,29,49,93,,15,13,3,7,8,3
5,33,58,109,5,19,16,3,11,11,4
19,22,53,87,2,16,13,3,6,7,3
14,14,47,68,2,12,9,3,9,9,5
23,14,40,62,2,10,8,3,6,7,4
13,27,47,88,2,15,13,2,7,8,3
11,12,45,64,3,16,14,2,8,9,3
7,43,48,113,4,20,16,4,15,14,5
12,16,46,71,2,17,13,4,9,9,4
9,50,71,148,3,22,19,4,11,11,4
13,25,57,95,2,16,12,3,8,9,4
11,26,58,97,2,14,11,3,8,8,4
22,5,35,43,4,12,9,3,7,7,4
35,3,24,28,4,17,13,3,7,8,3
53,2,16,19,3,23,18,5,10,10,4
41,6,29,38,3,14,12,2,3,6,2
9,63,67,164,4,20,17,3,10,11,3
9,64,67,165,4,20,17,3,12,12,4
21,16,45,69,1,11,10,2,4,6,2
25,23,48,84,2,9,6,3,3,4,4
10,32,53,102,2,13,10,3,5,7,3
17,21,44,76,2,13,11,2,5,7,3
20,23,50,85,2,12,9,3,5,6,4
21,23,43,78,2,14,12,2,5,8,2
7,32,55,105,3,23,18,5,15,14,5
5,33,59,110,2,16,12,5,12,11,5
7,45,69,138,3,18,14,3,10,10,4
13,29,63,107,4,13,9,4,8,8,4
35,5,34,41,3,13,10,4,6,6,4
25,26,44,84,4,15,11,4,6,7,4
22,28,57,100,3,10,7,3,2,4,2
13,26,65,105,3,15,11,4,7,8,3
18,17,47,73,3,12,8,4,7,7,5
17,25,49,87,2,13,10,3,7,9,3
4,47,68,140,3,23,17,5,16,15,5
23,13,50,71,3,11,7,4,5,5,4
29,10,46,62,,12,10,3,4,6,3
12,26,53,92,,13,11,2,6,8,2
6,37,60,117,,14,12,2,7,8,3
10,15,48,71,4,17,12,5,11,10,5
12,57,63,150,5,24,21,4,12,13,3
1,73,67,179,3,35,29,6,23,21,6
2,39,54,113,2,,,,18,16,6
9,18,51,78,2,,,,14,12,6
14,21,51,82,2,14,12,2,11,11,5
28,6,28,38,4,6,4,1,7,7,5
49,1,16,18,,4,3,1,5,4,5
55,1,7,9,,10,8,2,7,7,5
49,3,20,24,,6,4,1,3,4,4
35,17,36,61,,5,7,-2,3,7,1
12,26,54,94,,13,13,0,8,11,2
31,10,45,60,,12,11,2,7,8,4
48,6,30,39,,20,20,0,11,13,3
61,1,15,17,,9,9,1,6,7,4
